C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_283.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_283.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_283.jpg,0,0,0,6.09E-06
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_349.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_349.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_349.jpg,0,0,0,4.35E-06
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_418.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_418.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_418.jpg,0,0,0,6.56E-06
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_486.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_486.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_486.jpg,0,0,0,4.55E-07
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_555.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_555.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_555.jpg,0,0,0,1.74E-06
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_621.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_621.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_621.jpg,0,0,0,5.96E-07
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_690.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_690.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_690.jpg,0,0,0,5.65E-07
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_759.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_759.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_759.jpg,0,0.152842,0,0.06409982
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_827.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_827.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_827.jpg,0,0.3307535,0,0.2254485
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_896.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_896.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_896.jpg,0,0.507895,0,0.5634137
C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2017_03_31_15_29_54_964.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2017_03_31_15_29_54_964.jpg,C:\Users\user\Desktop\Udacitiy Project Folder\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2017_03_31_15_29_54_964.jpg,-0.1056329,0.7469921,0,1.143373
